# Per-city monthly history, built by scripts/import-rdc-history.mjs from
# Realtor.com's ZIP history file. One row per city per month.
# Aggregated identically to the current month (scripts/rdc-shared.mjs).
# zipCount is how many ZIPs reported that month; a change in it can move the
# median for reasons that have nothing to do with the market.
# Columns: slug,month,medianPrice,pricePerSqft,daysOnMarket,activeListings,zipCount
slug,month,medianPrice,pricePerSqft,daysOnMarket,activeListings,zipCount
hartford,202301,377400,209,58,46,1
hartford,202302,374900,212,50,50,1
hartford,202303,387400,216,48,46,1
hartford,202304,399900,211,38,46,1
hartford,202305,404900,209,34,52,1
hartford,202306,417825,208,31,56,1
hartford,202307,399900,216,33,56,1
hartford,202308,392350,220,31,58,1
hartford,202309,395000,211,36,56,1
hartford,202310,378650,212,41,50,1
hartford,202311,371150,232,47,36,1
hartford,202312,374950,221,50,31,1
hartford,202401,376225,215,34,34,1
hartford,202402,374950,213,38,35,1
hartford,202403,389900,218,35,42,1
hartford,202404,399900,217,36,45,1
hartford,202405,404900,225,29,51,1
hartford,202406,399900,210,32,56,1
hartford,202407,415938,209,30,49,1
hartford,202408,399900,206,29,58,1
hartford,202409,403675,207,41,66,1
hartford,202410,406875,206,39,59,1
hartford,202411,395950,205,50,39,1
hartford,202412,389900,223,68,32,1
hartford,202501,391400,218,45,27,1
hartford,202502,396900,239,53,29,1
hartford,202503,399900,230,29,37,1
hartford,202504,384900,219,32,45,1
hartford,202505,384900,222,26,59,1
hartford,202506,399900,230,33,53,1
hartford,202507,399900,218,37,53,1
hartford,202508,399900,215,32,62,1
hartford,202509,395375,221,33,70,1
hartford,202510,390400,221,41,58,1
hartford,202511,379450,216,37,55,1
hartford,202512,372425,215,48,45,1
hartford,202601,389950,219,64,40,1
hartford,202602,428525,223,52,42,1
hartford,202603,446150,224,32,47,1
hartford,202604,488050,229,29,61,1
hartford,202605,477400,236,38,62,1
hartford,202606,491225,246,45,63,1
jackson,201607,259000,123,44,70,1
jackson,201608,253520,123,49,74,1
jackson,201609,251195,122,49,70,1
jackson,201610,249950,125,58,62,1
jackson,201611,229225,121,62,44,1
jackson,201612,244690,133,86,32,1
jackson,201701,251243,137,104,30,1
jackson,201702,279900,138,53,39,1
jackson,201703,282150,133,32,54,1
jackson,201704,279900,133,37,65,1
jackson,201705,259900,132,38,76,1
jackson,201706,274425,131,46,72,1
jackson,201707,262450,127,46,69,1
jackson,201708,253725,131,44,65,1
jackson,201709,263950,138,50,62,1
jackson,201710,269650,138,55,59,1
jackson,201711,264925,139,67,54,1
jackson,201712,289900,138,61,41,1
jackson,201801,299900,143,76,33,1
jackson,201802,290900,145,70,35,1
jackson,201803,279900,145,61,37,1
jackson,201804,274650,139,34,39,1
jackson,201805,297000,147,27,56,1
jackson,201806,299900,142,40,51,1
jackson,201807,315950,140,45,48,1
jackson,201808,291400,136,36,53,1
jackson,201809,287450,134,51,50,1
jackson,201810,279900,138,51,44,1
jackson,201811,279900,133,44,48,1
jackson,201812,289900,137,60,43,1
jackson,201901,306925,137,85,40,1
jackson,201902,310000,139,82,39,1
jackson,201903,298171,137,47,43,1
jackson,201904,298171,147,64,47,1
jackson,201905,289950,149,42,45,1
jackson,201906,289900,156,43,42,1
jackson,201907,294900,152,35,43,1
jackson,201908,286732,149,39,44,1
jackson,201909,296980,153,45,40,1
jackson,201910,301286,152,42,38,1
jackson,201911,284900,146,36,35,1
jackson,201912,313950,150,63,28,1
jackson,202001,319725,154,59,26,1
jackson,202002,295000,149,31,38,1
jackson,202003,312725,143,40,41,1
jackson,202004,320650,149,45,37,1
jackson,202005,324900,147,36,44,1
jackson,202006,319150,151,45,36,1
jackson,202007,301225,135,40,33,1
jackson,202008,319950,153,36,28,1
jackson,202009,341895,167,33,27,1
jackson,202010,350000,142,44,24,1
jackson,202011,329900,155,23,32,1
jackson,202012,310000,167,39,29,1
jackson,202101,305000,173,57,27,1
jackson,202102,303000,184,83,26,1
jackson,202103,309500,185,36,32,1
jackson,202104,319900,188,32,30,1
jackson,202105,318900,176,27,31,1
jackson,202106,333725,165,30,33,1
jackson,202107,315000,161,30,31,1
jackson,202108,319400,162,25,35,1
jackson,202109,306725,153,30,43,1
jackson,202110,339900,165,31,46,1
jackson,202111,326250,178,52,34,1
jackson,202112,334500,183,58,31,1
jackson,202201,359900,211,42,27,1
jackson,202202,412248,218,27,26,1
jackson,202203,369900,214,39,27,1
jackson,202204,399900,236,29,41,1
jackson,202205,409925,202,40,48,1
jackson,202206,437400,197,32,50,1
jackson,202207,429900,212,31,50,1
jackson,202208,426150,231,54,51,1
jackson,202209,423650,236,65,55,1
jackson,202210,439900,242,85,46,1
jackson,202211,439900,248,87,44,1
jackson,202212,439900,253,51,38,1
jackson,202301,442400,258,46,36,1
jackson,202302,442400,255,70,31,1
jackson,202303,449900,257,72,27,1
jackson,202304,449900,256,70,30,1
jackson,202305,444900,253,87,33,1
jackson,202306,429900,249,43,40,1
jackson,202307,429900,248,53,37,1
jackson,202308,429900,222,54,34,1
jackson,202309,429900,241,40,31,1
jackson,202310,352450,227,24,51,1
jackson,202311,429900,238,38,48,1
jackson,202312,429900,256,60,34,1
jackson,202401,429900,264,55,37,1
jackson,202402,429900,256,30,40,1
jackson,202403,419450,247,36,50,1
jackson,202404,419675,232,55,45,1
jackson,202405,429900,223,43,50,1
jackson,202406,439900,240,44,47,1
jackson,202407,449925,250,45,37,1
jackson,202408,454450,244,39,45,1
jackson,202409,443650,237,39,56,1
jackson,202410,449700,244,41,64,1
jackson,202411,459900,246,43,66,1
jackson,202412,464900,260,60,57,1
jackson,202501,467450,270,78,49,1
jackson,202502,465550,271,96,50,1
jackson,202503,459900,269,25,45,1
jackson,202504,459900,266,54,48,1
jackson,202505,439900,240,57,58,1
jackson,202506,426812,257,51,54,1
jackson,202507,449900,237,51,61,1
jackson,202508,438700,235,71,62,1
jackson,202509,449900,254,68,52,1
jackson,202510,449900,256,27,57,1
jackson,202511,449900,261,48,59,1
jackson,202512,439900,264,80,61,1
jackson,202601,439900,266,97,55,1
jackson,202602,434950,281,117,56,1
jackson,202603,414950,264,88,54,1
jackson,202604,437425,263,73,61,1
jackson,202605,419857,251,39,58,1
jackson,202606,394675,251,59,46,1
slinger,201607,275900,136,44,44,1
slinger,201608,275000,128,44,44,1
slinger,201609,267675,130,48,37,1
slinger,201610,299000,129,60,37,1
slinger,201611,299675,136,62,38,1
slinger,201612,304950,134,76,30,1
slinger,201701,299900,133,90,26,1
slinger,201702,295925,132,89,28,1
slinger,201703,262425,127,41,33,1
slinger,201704,279900,129,36,30,1
slinger,201705,289675,131,38,32,1
slinger,201706,312450,131,29,29,1
slinger,201707,299900,122,26,34,1
slinger,201708,288650,119,34,34,1
slinger,201709,269000,125,43,36,1
slinger,201710,289900,126,44,32,1
slinger,201711,280813,125,41,33,1
slinger,201712,294250,134,61,27,1
slinger,201801,284925,145,73,24,1
slinger,201802,289495,141,35,29,1
slinger,201803,293990,134,33,30,1
slinger,201804,287825,149,27,46,1
slinger,201805,274900,151,38,48,1
slinger,201806,265250,148,39,57,1
slinger,201807,290300,149,50,59,1
slinger,201808,315950,148,63,56,1
slinger,201809,314900,153,53,45,1
slinger,201810,337400,158,45,42,1
slinger,201811,352900,164,55,39,1
slinger,201812,341900,164,62,34,1
slinger,201901,341400,165,56,29,1
slinger,201902,347475,165,60,30,1
slinger,201903,347100,160,57,35,1
slinger,201904,353150,156,50,36,1
slinger,201905,352425,154,57,37,1
slinger,201906,346950,147,36,43,1
slinger,201907,341950,145,50,40,1
slinger,201908,335273,143,47,43,1
slinger,201909,335907,138,44,44,1
slinger,201910,336330,135,43,44,1
slinger,201911,349900,153,53,44,1
slinger,201912,353900,176,48,44,1
slinger,202001,359650,178,64,34,1
slinger,202002,377900,182,76,36,1
slinger,202003,370800,176,35,44,1
slinger,202004,366600,176,42,43,1
slinger,202005,389900,179,43,32,1
slinger,202006,384900,180,42,30,1
slinger,202007,358650,155,44,34,1
slinger,202008,319900,148,28,39,1
slinger,202009,324900,152,41,33,1
slinger,202010,342750,157,58,30,1
slinger,202011,347400,157,34,33,1
slinger,202012,359900,166,54,25,1
slinger,202101,359900,185,40,24,1
slinger,202102,369900,206,31,26,1
slinger,202103,367175,205,40,25,1
slinger,202104,394950,184,51,19,1
slinger,202105,463900,179,20,25,1
slinger,202106,396150,170,25,35,1
slinger,202107,392400,175,37,31,1
slinger,202108,410950,186,34,29,1
slinger,202109,445925,190,28,30,1
slinger,202110,459900,196,35,29,1
slinger,202111,411175,178,37,29,1
slinger,202112,462150,199,44,23,1
slinger,202201,467900,221,50,18,1
slinger,202202,493400,236,28,19,1
slinger,202203,500650,239,39,23,1
slinger,202204,510400,241,35,27,1
slinger,202205,494400,238,38,32,1
slinger,202206,428675,220,33,37,1
slinger,202207,424950,211,30,45,1
slinger,202208,430000,236,50,41,1
slinger,202209,453650,244,64,35,1
slinger,202210,499900,243,58,34,1
slinger,202211,515150,254,53,28,1
slinger,202212,518900,266,64,24,1
slinger,202301,519400,268,75,24,1
slinger,202302,502900,237,78,27,1
slinger,202303,507900,242,79,28,1
slinger,202304,509900,236,44,32,1
slinger,202305,514400,239,64,32,1
slinger,202306,504900,248,26,33,1
slinger,202307,499900,252,45,33,1
slinger,202308,499900,259,73,30,1
slinger,202309,514900,273,43,28,1
slinger,202310,508400,271,43,29,1
slinger,202311,505900,271,61,27,1
slinger,202312,508400,272,92,23,1
slinger,202401,520800,274,116,25,1
slinger,202402,515900,269,98,24,1
slinger,202403,511900,267,36,31,1
slinger,202404,499800,250,43,37,1
slinger,202405,499900,246,58,31,1
slinger,202406,494450,244,57,37,1
slinger,202407,496725,249,37,35,1
slinger,202408,500950,233,36,38,1
slinger,202409,536150,230,46,34,1
slinger,202410,521900,242,38,33,1
slinger,202411,524999,232,43,41,1
slinger,202412,491063,256,52,41,1
slinger,202501,493538,263,50,39,1
slinger,202502,510950,277,42,39,1
slinger,202503,540900,279,55,35,1
slinger,202504,549900,287,58,34,1
slinger,202505,547900,264,53,40,1
slinger,202506,549675,243,42,43,1
slinger,202507,560363,245,37,44,1
slinger,202508,558950,241,44,46,1
slinger,202509,556675,233,50,48,1
slinger,202510,560363,233,55,44,1
slinger,202511,534000,247,42,42,1
slinger,202512,569450,249,52,36,1
slinger,202601,585000,261,51,33,1
slinger,202602,546700,264,47,37,1
slinger,202603,494675,259,45,41,1
slinger,202604,546950,251,39,46,1
slinger,202605,574000,242,33,46,1
slinger,202606,568950,241,50,42,1
racine,201607,116950,82,55,524,4
racine,201608,117950,84,60,517,4
racine,201609,117850,85,60,509,4
racine,201610,114600,84,60,503,4
racine,201611,110874,83,64,444,4
racine,201612,111750,84,73,396,4
racine,201701,120150,84,84,348,4
racine,201702,117900,84,87,344,4
racine,201703,119900,84,58,349,4
racine,201704,124950,89,37,368,4
racine,201705,133175,96,43,384,4
racine,201706,144500,97,45,404,4
racine,201707,137000,97,40,440,4
racine,201708,143900,98,46,443,4
racine,201709,139900,100,52,429,4
racine,201710,139900,97,49,415,4
racine,201711,132800,93,54,374,4
racine,201712,134900,91,69,322,4
racine,201801,139900,95,74,286,4
racine,201802,147425,97,73,265,4
racine,201803,150000,95,40,261,4
racine,201804,149900,101,36,273,4
racine,201805,150750,107,33,288,4
racine,201806,164900,110,34,293,4
racine,201807,157450,108,33,300,4
racine,201808,129300,111,30,357,4
racine,201809,129900,108,38,355,4
racine,201810,128675,111,36,373,4
racine,201811,125925,112,41,362,4
racine,201812,120000,114,54,330,4
racine,201901,119925,109,62,304,4
racine,201902,138175,106,63,273,4
racine,201903,131643,103,50,292,4
racine,201904,131675,104,42,308,4
racine,201905,142950,113,39,312,4
racine,201906,142450,106,33,326,4
racine,201907,139900,103,33,348,4
racine,201908,139900,103,35,358,4
racine,201909,139900,105,39,361,4
racine,201910,138900,107,42,363,4
racine,201911,130000,104,47,352,4
racine,201912,129900,102,58,300,4
racine,202001,125675,102,73,269,4
racine,202002,127900,101,56,268,4
racine,202003,141250,106,38,278,4
racine,202004,125000,108,43,288,4
racine,202005,139000,111,44,281,4
racine,202006,144975,115,35,320,4
racine,202007,149700,116,33,328,4
racine,202008,145000,114,36,332,4
racine,202009,180000,115,33,325,4
racine,202010,178900,113,36,332,4
racine,202011,153175,117,38,307,4
racine,202012,148520,117,39,253,4
racine,202101,164900,116,49,216,4
racine,202102,163675,118,40,206,4
racine,202103,166175,118,37,180,4
racine,202104,162450,130,28,194,4
racine,202105,167500,133,22,240,4
racine,202106,165000,139,29,288,4
racine,202107,179900,140,24,306,4
racine,202108,159725,135,27,330,4
racine,202109,162400,128,32,382,4
racine,202110,169900,130,38,367,4
racine,202111,169950,127,43,299,4
racine,202112,177450,122,52,230,4
racine,202201,172450,121,53,169,4
racine,202202,179900,127,38,149,4
racine,202203,176250,135,23,142,4
racine,202204,197450,138,25,190,4
racine,202205,201975,137,23,220,4
racine,202206,179950,142,25,260,4
racine,202207,184900,140,29,270,4
racine,202208,184900,137,30,280,4
racine,202209,185925,136,37,264,4
racine,202210,189000,135,37,243,4
racine,202211,180650,131,39,224,4
racine,202212,182900,128,48,191,4
racine,202301,182450,147,52,159,4
racine,202302,185000,145,41,160,4
racine,202303,184250,153,36,135,4
racine,202304,189900,148,24,136,4
racine,202305,189900,145,25,146,4
racine,202306,207475,151,26,167,4
racine,202307,199900,149,31,170,4
racine,202308,199600,158,30,172,4
racine,202309,219900,161,31,164,4
racine,202310,213750,156,25,172,4
racine,202311,201175,153,32,167,4
racine,202312,194900,146,40,149,4
racine,202401,215000,158,45,141,4
racine,202402,200700,161,39,132,4
racine,202403,201500,161,30,118,4
racine,202404,199900,163,24,114,4
racine,202405,208650,160,22,162,4
racine,202406,215000,163,34,171,4
racine,202407,206825,168,29,155,4
racine,202408,224900,163,25,179,4
racine,202409,224937,157,31,205,4
racine,202410,218725,155,31,194,4
racine,202411,220000,155,36,192,4
racine,202412,221250,163,38,164,4
racine,202501,237450,156,45,130,4
racine,202502,220975,164,31,141,4
racine,202503,249900,171,26,146,4
racine,202504,233650,164,26,153,4
racine,202505,230000,157,29,162,4
racine,202506,250000,165,29,178,4
racine,202507,249925,175,29,183,4
racine,202508,249900,180,29,198,4
racine,202509,256250,186,28,200,4
racine,202510,249950,187,29,183,4
racine,202511,249950,180,30,199,4
racine,202512,239900,179,41,163,4
racine,202601,240000,182,43,143,4
racine,202602,249900,195,35,139,4
racine,202603,274900,205,30,154,4
racine,202604,253425,194,32,154,4
racine,202605,250000,184,26,157,4
racine,202606,249950,183,27,182,4
mount-pleasant,201607,191000,102,45,124,1
mount-pleasant,201608,186475,100,43,129,1
mount-pleasant,201609,182650,101,43,122,1
mount-pleasant,201610,182900,100,45,121,1
mount-pleasant,201611,184650,103,46,117,1
mount-pleasant,201612,187000,104,65,106,1
mount-pleasant,201701,184750,105,76,97,1
mount-pleasant,201702,177450,102,63,96,1
mount-pleasant,201703,207450,107,46,99,1
mount-pleasant,201704,199950,108,42,102,1
mount-pleasant,201705,195100,111,39,98,1
mount-pleasant,201706,189925,109,33,123,1
mount-pleasant,201707,202400,109,36,132,1
mount-pleasant,201708,227400,114,47,121,1
mount-pleasant,201709,232200,113,50,114,1
mount-pleasant,201710,232250,113,52,106,1
mount-pleasant,201711,239800,113,52,98,1
mount-pleasant,201712,200950,110,54,75,1
mount-pleasant,201801,184950,110,57,65,1
mount-pleasant,201802,192000,111,49,68,1
mount-pleasant,201803,199000,111,35,70,1
mount-pleasant,201804,215175,116,25,83,1
mount-pleasant,201805,199325,115,29,82,1
mount-pleasant,201806,213450,117,28,92,1
mount-pleasant,201807,199950,112,29,96,1
mount-pleasant,201808,199000,112,27,104,1
mount-pleasant,201809,210000,115,34,99,1
mount-pleasant,201810,214900,115,40,101,1
mount-pleasant,201811,238400,120,39,92,1
mount-pleasant,201812,234900,117,46,87,1
mount-pleasant,201901,221225,120,70,74,1
mount-pleasant,201902,231425,123,53,62,1
mount-pleasant,201903,238371,129,38,72,1
mount-pleasant,201904,246975,129,32,84,1
mount-pleasant,201905,273174,129,30,94,1
mount-pleasant,201906,227400,127,30,110,1
mount-pleasant,201907,224900,122,32,123,1
mount-pleasant,201908,224914,122,36,128,1
mount-pleasant,201909,224934,121,36,129,1
mount-pleasant,201910,224948,120,39,130,1
mount-pleasant,201911,224900,116,50,126,1
mount-pleasant,201912,225750,116,64,94,1
mount-pleasant,202001,220900,116,71,85,1
mount-pleasant,202002,246950,121,47,82,1
mount-pleasant,202003,269425,123,43,83,1
mount-pleasant,202004,272450,136,37,84,1
mount-pleasant,202005,261400,133,34,98,1
mount-pleasant,202006,263175,137,43,93,1
mount-pleasant,202007,260200,136,36,90,1
mount-pleasant,202008,257400,134,32,96,1
mount-pleasant,202009,232250,132,36,97,1
mount-pleasant,202010,252450,136,35,88,1
mount-pleasant,202011,249975,137,35,76,1
mount-pleasant,202012,233925,139,37,78,1
mount-pleasant,202101,217450,135,41,61,1
mount-pleasant,202102,219975,137,39,57,1
mount-pleasant,202103,218950,139,34,57,1
mount-pleasant,202104,219950,133,33,42,1
mount-pleasant,202105,237400,132,16,54,1
mount-pleasant,202106,249900,138,25,78,1
mount-pleasant,202107,249000,140,29,70,1
mount-pleasant,202108,249500,139,26,84,1
mount-pleasant,202109,264000,142,29,94,1
mount-pleasant,202110,260000,143,32,97,1
mount-pleasant,202111,240475,140,37,85,1
mount-pleasant,202112,246825,144,48,66,1
mount-pleasant,202201,267000,154,64,49,1
mount-pleasant,202202,252375,174,43,40,1
mount-pleasant,202203,277400,152,22,47,1
mount-pleasant,202204,287400,152,25,55,1
mount-pleasant,202205,327400,153,25,69,1
mount-pleasant,202206,334900,155,21,89,1
mount-pleasant,202207,327400,151,29,100,1
mount-pleasant,202208,304450,157,36,98,1
mount-pleasant,202209,319450,169,39,84,1
mount-pleasant,202210,325000,167,31,87,1
mount-pleasant,202211,299900,157,45,71,1
mount-pleasant,202212,299900,172,45,52,1
mount-pleasant,202301,298950,179,40,45,1
mount-pleasant,202302,312175,179,37,39,1
mount-pleasant,202303,349000,173,38,38,1
mount-pleasant,202304,324900,171,37,43,1
mount-pleasant,202305,302450,157,26,54,1
mount-pleasant,202306,297400,158,27,56,1
mount-pleasant,202307,349900,166,28,66,1
mount-pleasant,202308,350000,170,31,62,1
mount-pleasant,202309,340000,175,27,50,1
mount-pleasant,202310,309950,172,30,55,1
mount-pleasant,202311,323725,173,30,58,1
mount-pleasant,202312,320000,172,37,52,1
mount-pleasant,202401,308675,175,50,44,1
mount-pleasant,202402,317475,186,29,52,1
mount-pleasant,202403,346450,181,30,50,1
mount-pleasant,202404,333650,178,37,46,1
mount-pleasant,202405,375000,171,25,53,1
